"","PC1","PC2","PC3","PC4","PC5"
"M455.081T744.378",0.023299,0.015722,-0.049153,0.0092057,0.004297
"M430.136T769.014",0.048414,0.059244,-0.015866,-0.049402,0.0037587
"M590.274T907.848",-0.035393,0.040557,-0.021678,-0.013201,-0.0034143
"M353.181T807.324",0.041864,0.0054075,0.016476,-0.028098,0.0040573
"M456.925T66.979",0.0046445,0.055922,-0.0077411,-0.026422,0.0086138
"M419.115T799.29",0.014875,0.016254,-0.041043,0.015778,-0.0011168
"M698.988T986.183",0.016208,-0.005062,-0.076786,-0.0087031,0.0025878
"M139.002T112.479",0.015978,0.018573,-0.02911,-0.0050775,-0.002419
"M1095.872T896.96",0.012531,-0.012363,-0.052596,0.059056,-0.00039509
"M957.374T926.518",0.042529,0.009791,0.031564,-0.0050623,0.0040673
"M429.646T308.971",0.030306,0.020488,-0.016787,-0.0063906,0.0033739
"M968.4T974.568",0.043971,0.0067247,0.052459,-0.013015,0.0055134
"M1015.586T1347.819",0.034955,-0.01302,0.0089536,-0.014312,0.0012749
"M1033.603T1229.397",0.028643,-0.0016252,0.012445,-0.0070222,0.0017984
"M533.169T900.984",0.031777,-0.023355,-0.017242,0.031087,-0.00089613
"M443.193T725.675",0.025434,0.034419,0.0043313,-0.038045,-0.0012468
"M1162.58T906.276",-0.083695,0.01704,0.048679,-0.044601,0.00092597
"M1095.01T894.541",-0.025527,0.032177,0.026185,-0.037437,-0.0037033
"M1209.581T888.373",0.0082652,0.033625,-0.032409,-0.0047622,0.0014875
"M492.868T66.13",0.022405,0.013629,-0.041989,-0.0097491,0.0033628
"M567.276T907.878",-0.024925,0.045498,-0.029465,-0.026573,0.00047778
"M664.226T813.714",0.043267,-0.0056117,0.026401,0.011045,0.0054258
"M1035.397T978.889",0.046781,0.014106,0.023663,-0.010371,-0.0016382
"M1162.051T893.06",-0.01604,0.030348,-0.033158,-0.014266,-0.0029014
"M812.842T69.273",0.034279,0.03752,-0.032483,-0.019824,0.0046254
"M691.153T854.793",0.024943,0.015675,-0.046327,-0.0076115,0.0013899
"M433.351T780.04",0.03409,-0.04982,-0.011829,-0.0064126,0.0034789
"M209.961T64.78",-0.017892,0.03705,-0.026829,-0.0027542,4.2371e-05
"M1363.57T899.951",-0.010335,0.034066,-0.058894,-0.037793,-0.002084
"M410.078T615.621",0.048487,-0.046362,-0.02247,0.11532,0.00039636
"M1125.418T877.844",0.047269,0.012693,0.0549,-0.00063635,-0.0023029
"M483.183T857.732",0.042149,-0.0066312,-0.043945,-0.050109,0.0040083
"M1323.575T889.628",0.0069431,0.021397,-0.020431,-0.0019085,0.00087961
"M695.298T853.355",0.041514,0.010995,-0.010204,-0.038224,-0.0032294
"M921.12T945.55",0.0064277,0.018465,-0.064622,-0.01398,-0.0056041
"M331.103T255.151",0.029299,0.010878,-0.032591,-0.041081,0.0022145
"M322.871T96.154",0.019001,0.0096033,-0.051202,-0.093028,0.0044263
"M539.134T89.251",0.025902,0.019483,0.021456,0.029175,0.00027026
"M502.995T105.736",0.038053,0.013684,-0.043243,0.012331,0.00041706
"M641.302T1183.734",0.049281,-0.044243,-0.0060115,0.011694,0.0036707
"M967.36T964.868",0.046108,-0.010947,0.033707,-0.075108,0.0095048
"M329.088T474.939",0.020995,0.022137,-0.02261,-0.0068576,0.00057461
"M617.133T750.744",0.029533,0.020546,-0.02994,0.043445,-0.0014445
"M669.182T316.584",0.033031,-0.011722,-0.0019102,-0.0018549,-0.0019964
"M447.152T782.273",0.015194,0.013766,-0.024497,-0.054164,-0.0026714
"M1097.514T1402.931",0.031872,-0.01852,-0.020306,-0.012426,0.004268
"M413.091T89.817",0.027171,-0.029311,-0.043105,0.013279,0.0020673
"M990.329T838.789",0.052265,0.0025041,0.038247,-0.0167,0.0010225
"M1229.54T895.369",-0.0018648,0.015926,-0.072246,0.028479,-0.0032571
"M593.926T757.244",-0.016007,0.080437,-0.060701,0.0092262,-0.0090574
"M240.933T64.89",-0.04495,0.07005,-0.0084815,0.00016287,-0.0045475
"M548.979T106.308",0.033766,-0.0085033,-0.025854,-0.023504,0.0031046
"M630.629T315.233",0.035119,-0.0020084,-0.012243,-0.011298,0.0017415
"M353.228T471.773",0.016594,-0.058519,-0.017573,0.040972,0.00066564
"M1031.288T315.245",0.035993,-0.0042001,0.011289,-0.033622,0.0017106
"M333.109T769.719",-0.029886,-0.036514,0.02145,-0.10905,-0.0065161
"M324.072T215.478",-0.04899,-0.04913,0.010974,0.013935,0.0042598
"M830.24T316.247",0.042685,-0.0063931,0.0032051,-0.046167,0.0036834
"M695.289T1193.403",0.014301,0.0047518,-0.0034936,0.071594,-0.0010594
"M1087.412T876.684",0.039681,0.0013341,-0.016958,-0.029874,0.0017452
"M385.077T649.201",-0.0098273,-0.0055014,-0.0059257,0.00017381,-0.00078707
"M549.205T845.853",0.040878,-0.010014,-0.013766,-0.049055,-0.0013636
"M419.03T798.766",-0.01927,0.022876,-0.048636,0.042685,-0.0062028
"M389.108T489.956",0.05487,0.009206,0.0080236,-0.045834,0.0072313
"M632.847T316.374",0.040962,0.0019121,0.035896,0.014012,-0.0016942
"M341.535T617.585",0.039004,-0.023377,-0.024775,0.025743,-0.00043908
"M387.034T831.689",0.060964,-0.0016811,0.032828,0.02884,0.0010019
"M611.538T834.844",0.040924,0.040688,0.02566,0.016286,-0.0026346
"M455.021T825.04",0.059169,0.015063,0.021397,0.013194,0.003543
"M1036.399T977.849",0.042086,0.012503,0.065931,0.010046,0.0015257
"M305.082T1122.457",0.043446,0.025059,0.030392,0.027057,-0.0040348
"M435.217T805.716",0.048311,0.019545,0.0060715,-0.00038871,-0.0028414
"M1136.545T907.7",-0.028108,0.041058,-0.016058,-0.013898,0.00092403
"M345.37T608.086",0.015832,-0.020253,-0.036878,-0.020922,0.0019051
"M642.302T1183.207",0.040556,-0.056862,0.040904,0.0020611,0.00064965
"M1130.454T886.215",0.022352,0.0084403,-0.0080876,-0.021635,0.001118
"M476.12T661.378",0.020092,0.10146,0.023472,-0.028191,0.0085567
"M1163.579T906.602",-0.063713,0.027965,0.013243,-0.019564,0.0018877
"M415.086T168.579",0.02518,0.011081,-0.029617,-0.0087017,-0.0021135
"M567.333T903.822",-0.035123,0.037301,0.016004,-0.031992,0.0014433
"M524.849T67.744",0.026113,-0.0031159,-0.019837,-0.0097498,-0.001555
"M1163.56T905.015",-0.054037,0.041385,0.0306,-0.02355,-0.0068025
"M401.18T764.21",0.043647,0.019771,0.019087,0.014613,-0.0017303
"M1463.124T939.772",0.01257,-0.021217,0.053436,-0.05234,-0.0013785
"M823.337T914.416",0.039606,0.0045309,0.045095,-0.0054945,-0.0015393
"M279.124T874.724",-0.023276,-0.040842,-0.01373,-0.058784,0.0035219
"M397.259T1311.545",0.028635,-0.017016,0.0022158,0.04318,-0.0030977
"M443.191T791.98",0.037508,0.024651,-0.00024611,0.0070748,0.0017386
"M413.167T733.785",0.035263,0.021222,-0.030153,0.0031034,0.0036311
"M687.305T1181.604",0.048371,-0.01945,-0.00092505,0.020149,-0.0020916
"M341.259T618.637",0.040825,-0.020215,-0.015167,0.002325,0.0026075
"M633.753T316.098",0.034874,0.016848,0.017251,0.0013917,0.0051044
"M919.334T939.971",0.035995,-0.010088,-0.0064188,-0.029314,0.0035886
"M206.081T834.983",0.041224,-0.051841,0.062645,0.099827,-0.0083742
"M863.373T951.624",0.042406,0.0011552,0.05987,-0.0034064,0.0029754
"M316.427T318.614",0.02492,0.027249,-0.030708,0.049834,-0.0028493
"M618.794T905.184",-0.058375,0.046327,0.0072396,-0.03778,-0.0007386
"M419.228T901.259",0.047483,0.0069466,0.03932,-0.028199,-0.0001872
"M316.385T321.843",0.025695,0.0088165,-0.029775,0.047753,-0.0029356
"M524.981T106.871",0.033253,0.037202,-0.031393,0.0050879,0.0020855
"M950.342T882.081",0.051736,0.0090496,0.01346,-0.048194,0.011605
"M822.313T886.782",0.038347,0.0063467,0.045081,-0.027343,0.0025045
"M1079.533T897.421",0.0023836,0.027785,-0.044205,0.031633,-0.0036526
"M1461.92T936.679",0.032369,0.025452,0.021405,-0.026086,-0.0017311
"M970.768T318.573",0.032673,-0.013718,0.0050625,0.0015562,0.0024498
"M857.325T1034.658",0.055434,0.0035697,0.05064,-0.057705,-0.00050543
"M1005.392T917.562",0.03736,-0.006497,0.022345,0.010615,0.0010396
"M654.601T316.399",0.017511,-0.03903,-0.0019555,-0.038327,0.0034038
"M357.576T759.445",0.022802,0.020852,-0.0097406,-0.029731,0.00098063
"M365.052T459.24",0.036628,0.076953,-0.014438,0.016664,-0.00051357
"M271.021T88.704",6.3752e-05,0.033805,0.021177,-0.012846,0.0018944
"M968.386T889.852",0.039901,-0.0091595,0.0033355,0.0098624,0.0035789
"M593.686T850.456",-0.011029,0.031315,-0.042795,0.04608,0.0015807
"M505.029T765.672",0.04173,-0.023203,-0.021715,0.033907,0.0063903
"M1035.367T890.845",0.04184,-0.0078905,0.014236,0.012239,0.001938
"M565.054T1199.484",-0.021218,-0.017858,-0.018965,-0.041931,0.00096617
"M728.286T863.521",0.045147,-0.007136,-0.01115,-0.013956,0.0014381
"M538.221T942.724",0.050693,-0.015629,0.043583,-0.021685,0.0063076
"M969.4T973.77",0.04912,0.01875,0.047697,-0.018218,0.0066899
"M333.135T1582.426",-0.0040058,0.032303,0.0035906,0.01772,-0.00035699
"M377.181T797.379",0.030245,0.0061093,0.002905,0.052224,0.004604
"M369.388T763.979",-0.0035279,0.035014,-0.030634,-0.013299,0.0046438
"M870.809T67.494",-0.011888,0.11475,0.0098337,-0.026149,0.0064135
"M1161.526T895.081",-0.019839,0.024197,-0.033078,-0.00061748,0.0039083
"M266.946T113.686",-0.00839,0.036314,0.011425,0.003546,-0.00054607
"M696.3T853.355",0.044166,0.0027601,-0.0023898,-0.050668,-0.0034052
"M1007.373T920.82",0.039972,0.0042221,0.019935,0.0058556,-0.0016451
"M589.773T907.878",-0.030613,0.044396,-0.021604,-0.01724,0.0024256
"M387.165T771.864",-0.0035735,0.026684,-0.036742,-0.056264,0.0032089
"M1164.559T899.737",-0.029839,0.02013,-0.017373,-0.080316,-0.00045434
"M445.037T424.564",0.001664,0.020075,-0.0060935,-0.020694,0.00053665
"M988.804T68.066",0.027477,0.053079,-0.034452,-0.016502,0.0023682
"M743.317T783.373",0.037918,0.033,0.00081224,-0.019536,0.0073847
"M1323.606T888.291",-0.0085215,-0.0013465,-0.057358,-0.057378,-0.00020066
"M688.263T861.089",0.042909,-0.010374,0.027633,0.011965,0.0039345
"M971.627T318.415",0.031698,-0.0030861,0.010079,0.036674,-0.00092715
"M1143.444T941.11",0.048368,0.0067645,0.027634,0.0004893,0.0029781
"M1094.293T897.844",0.021843,-0.0031672,0.054549,0.022646,-0.00014941
"M967.394T924.933",0.041982,0.012821,0.037848,-0.007177,0.00081735
"M560.837T67.188",0.022153,-0.011383,-0.028888,-0.014055,-0.00057847
"M702.255T837.404",0.033635,-0.019347,0.012516,-0.019161,0.0012845
"M379.067T781.128",0.023929,0.062192,-0.026992,0.048963,-0.0063763
"M569.181T807.905",0.037877,-8.5508e-05,0.015023,-0.017547,0.00020597
"M714.253T913.384",0.041484,-0.01006,0.014582,0.004358,0.0087485
"M773.211T817.036",0.026736,-0.0088292,0.047602,-0.01275,-0.00094704
"M589.271T908.408",-0.037192,0.035643,-0.015312,-0.026717,5.5991e-05
"M795.27T865.806",0.042297,0.0030587,-0.022494,-0.018097,8.8051e-05
"M260.967T89.826",0.046571,-0.038918,-0.042309,0.03,-0.0061297
"M264T169.106",0.0022403,0.056967,-0.022656,-0.019263,-0.0027904
"M1095.906T894.31",0.030595,0.00033733,-0.0066442,0.064591,0.0010729
"M625.024T106.841",0.0371,0.017564,-0.049602,0.030865,-0.0028225
"M311.065T863.883",0.016509,-0.014882,-0.0086394,0.087087,-0.0060522
"M1327.552T905.478",-0.012939,0.04408,-0.019439,-0.017492,9.259e-05
"M281.049T89.959",-0.00069864,0.013892,0.051876,0.0026692,-0.00012059
"M631.833T319.717",0.02394,-0.025952,-0.031903,0.016329,-0.0020536
"M644.248T900.496",0.037403,0.028091,0.010296,-0.025432,0.0029234
"M889.313T902.886",0.033996,0.032346,0.038142,-0.007793,-0.0021445
"M273.314T67.476",0.0016228,0.099318,0.048129,-0.033147,0.0072749
"M950.337T882.881",0.049967,-0.0017669,0.02515,-0.05203,-0.00017375
"M576.128T818.314",-0.024597,0.018276,-0.033941,0.065455,-0.0022467
"M569.273T895.199",-0.020342,0.03195,-0.031646,-0.026539,-0.0014095
"M751.173T317.266",0.032677,-0.0042566,-0.015496,0.015678,0.0036511
"M1094.211T893.809",0.033275,0.039544,-0.027974,0.095918,-0.0047845
"M272.963T113.946",0.012534,0.00065896,-0.028071,0.0054307,-0.00032173
"M549.147T750.744",0.027816,0.010396,-0.033224,0.021391,-0.0054373
"M553.051T758.396",0.025534,0.0082537,-0.0063882,-0.036317,0.0028028
"M263.13T940.795",0.039435,-0.0085439,-0.0059907,-0.053456,0.0052693
"M445.207T780.093",0.031671,-0.0033664,-0.016479,0.041099,-0.002163
"M631.863T318.629",0.031787,-0.0023437,-0.0026673,0.02593,0.00018626
"M843.287T936.679",0.043351,0.00097426,0.036297,-0.010194,0.0035133
"M483.129T913.248",0.038621,0.020793,-0.0011377,-0.075945,0.00076061
"M1008.375T923.099",0.043766,0.0058001,0.050044,-0.014564,-0.0018702
"M357.49T758.525",0.022758,0.045531,0.027001,-0.015564,0.0022724
"M447.094T753.734",-0.0089319,0.027184,-0.062287,0.016169,-0.0028301
"M433.777T806.208",0.038709,0.019012,0.0057698,0.039458,-2.0119e-05
"M1045.593T1289.364",0.038696,-0.0016173,0.0014837,-0.0072848,-0.0060407
"M501.195T803.697",0.048399,0.0069172,0.02713,-0.0063561,0.00054982
"M630.654T314.128",0.035558,-0.0063873,-0.0023654,-0.015055,0.0012123
"M625.178T776.712",-0.016445,0.037511,-0.053676,0.002021,-0.0043291
"M399.065T319.722",0.026454,-0.038592,-0.056543,0.0904,0.0084616
"M1224.522T894.229",-0.0019823,0.037542,-0.032689,0.0087839,-0.0010688
"M315.108T761.986",0.037547,0.019693,-0.0029583,-0.048334,0.0071498
"M471.152T726.342",0.031568,-0.0067778,-0.036564,0.056112,-0.00064553
"M814.836T68.186",0.0089768,0.082261,0.05652,0.029895,0.006127
"M679.277T1051.577",0.055281,-0.029689,-0.049799,-0.094822,-0.00061998
"M568.907T66.858",0.019338,0.057194,-0.044425,0.065785,0.00013788
"M585.878T68.251",0.025081,0.063291,0.0072994,0.017607,0.005661
"M377.162T1630.7",0.0091606,-0.025663,-0.014192,-0.047549,0.0065809
"M272.073T418.674",0.039307,-0.088525,-0.081962,0.028162,-0.0098404
"M369.569T765.536",0.0060238,-0.015723,-0.023053,0.0011839,-0.0011732
"M427.038T293.27",0.046434,0.0014827,-0.012741,-0.03181,0.0041548
"M383.058T256.181",0.021908,0.054915,-0.010362,-0.02227,0.00191
"M513.129T730.532",0.00040041,0.05017,-0.033136,-0.0032357,-0.0021164
"M684.191T618.708",0.059017,-0.013609,-0.044566,0.034235,-0.0028273
"M1144.448T942.538",0.049537,0.0034108,0.036662,-0.0092628,0.0041674
"M613.774T885.363",0.019591,0.013297,-0.028318,-0.01536,0.0016247
"M1176.528T983.06",0.059865,0.015067,0.045667,-0.030237,0.003956
"M951.397T1014.118",0.053688,-0.0046928,0.04954,-0.027105,-0.0029062
"M998.841T1404.514",0.023307,-0.018811,-0.049235,0.024483,9.0031e-06
"M593.545T851.652",0.00104,0.06761,-0.0060412,-0.0049615,0.0041038
"M425.103T1191.927",0.020722,-0.020397,-0.013197,0.040618,-0.0033509
"M389.182T799.355",-0.00026356,0.0039364,-0.021893,0.029481,-0.00045491
"M260.048T118.657",0.011126,-0.050325,-0.055298,-0.017997,0.0034466
"M924.351T839.79",0.043203,-0.010411,0.03269,-0.036339,0.0094749
"M395.048T106.9",0.030756,-0.014135,-0.018136,-0.013527,-0.00051635
"M517.897T66.885",0.0054691,0.10458,-0.0022602,-0.010015,0.00075066
"M657.169T756.884",-0.01154,0.055723,-0.054153,-0.0050738,0.00026348
"M353.082T316.368",0.020443,0.038331,-0.026574,0.006683,-0.00114
"M313.093T320.692",0.029059,0.0035479,-0.03378,-0.00073368,0.0024221
"M852.339T915.443",0.038854,-0.019391,0.0053612,-0.0077874,0.00010501
"M475.187T823.258",0.041514,0.017294,0.018885,-0.024594,0.0072208
"M220.134T731.802",-0.044533,-0.022183,-0.018322,-0.029761,-0.0022773
"M998.861T1404.179",0.0181,-0.025367,-0.049721,0.03178,-0.0018075
"M698.26T899.18",0.040324,0.014867,0.040835,-0.023816,0.0061274
"M474.881T66.41",0.034593,0.041278,-0.005372,0.012663,0.0040871
"M721.31T972.44",0.047252,-0.0089762,0.011645,-0.0040306,-0.00568
"M621.052T106.9",0.034923,0.006386,-0.037259,0.012825,0.0025606
"M289.026T88.643",0.017854,0.027012,-0.015112,0.055748,0.0016111
"M544.284T936.329",0.025343,-0.029167,-0.019852,0.035979,-0.0049624
"M379.101T757.973",0.024487,0.014759,-0.0024208,-0.030602,-0.0020044
"M494.168T786.301",0.045436,-0.0021826,0.055303,-0.036516,-0.00077106
"M911.26T1004.032",0.04224,0.00197,0.064259,-0.032016,0.0087343
"M1106.454T890.453",0.037764,-0.0062794,0.0010534,-0.017763,0.0033542
"M269.05T89.726",0.030443,-0.04475,-0.044693,0.041617,6.9361e-05
"M289.084T863.831",0.028705,0.018208,0.012848,-0.031298,0.0054477
"M473.196T813.174",0.041446,0.0038546,-0.040124,-0.037057,-0.0023538
"M559.066T758.189",0.027525,0.00277,-0.029992,-0.036574,0.00029864
"M449.004T832.738",0.035119,0.094666,0.017652,0.061458,-0.0031498
"M336.86T96.244",0.017945,0.037401,-0.054663,-0.064795,-0.0016556
"M343.102T681.368",0.038227,-0.011313,-0.0016735,-0.017518,-0.00093692
"M497.261T974.778",0.036056,-0.022936,0.015108,-0.024789,0.0025676
"M661.253T876.035",0.03894,0.00061839,-0.0021835,-0.010953,-0.0022324
"M765.729T983.05",-0.0018042,-0.036792,-0.061044,0.021116,0.001555
"M941.317T938.576",0.035882,0.0016336,0.033127,-0.016637,-0.0032088
"M1193.041T904.79",-0.037604,0.06315,0.02196,-0.039832,-0.0014621
"M581.283T805.632",0.039992,0.014496,-0.0020945,-0.018889,0.002016
"M611.22T783.374",0.017356,0.035825,-0.0483,-0.0045775,0.0026036
"M564.929T1201.416",-0.00015546,-0.027699,-0.011656,0.010686,-0.0017483
"M728.88T67.591",0.019675,0.078411,0.0053667,-0.0010148,0.005028
"M824.816T67.434",0.0068352,0.076573,0.032348,0.051434,0.0088976
"M938.802T67.374",-0.0048084,0.10076,0.028978,0.033712,0.0042639
"M440.855T1728.569",0.054669,0.0069731,0.044866,0.033099,0.0086373
"M429.504T310.912",0.0297,0.0060283,-0.031147,1.927e-05,0.0003442
"M439.009T107.459",0.02874,0.0037951,-0.029034,0.0079778,0.0013546
"M847.188T757.14",0.015714,-0.0055216,-0.016629,-0.047016,-0.0015177
"M402.053T876.272",-0.041597,-0.016729,0.05935,-0.032691,0.0036019
"M753.298T903.043",0.043335,0.023095,-0.005509,-0.0099217,0.0024928
"M591.2T844.598",0.032799,0.0088609,-0.031069,-0.048694,-0.0015561
"M475.366T1425.395",0.034375,-0.018427,-0.031242,-0.0039286,0.0026171
"M485.063T759.194",0.033384,0.016809,-0.01257,-0.02061,0.00013687
"M1044.425T908.907",0.050444,0.0081052,0.011931,0.030278,0.002281
"M1331.507T909.803",0.00038629,0.025991,-0.020721,-0.010565,1.5718e-06
"M507.209T930.4",0.048952,-0.0041861,0.015861,0.0018809,0.0068256
"M238.892T97.993",0.023725,0.027901,-0.0067568,-0.014257,-0.0022358
"M1143.426T942.716",0.053101,0.0091765,0.032288,-0.018069,0.0032595
"M387.02T108.554",0.024271,-0.018947,0.012724,-0.034668,0.0033532
"M711.218T782.65",0.03138,0.032241,-0.002963,-0.024403,0.0039198
"M890.319T900.562",0.036953,0.0028627,0.037651,-0.0045525,0.00056833
"M431.156T735.48",0.021487,0.022321,0.018668,0.0032398,0.002487
"M688.854T66.858",0.0056003,0.092301,-0.0094378,-0.0049445,0.0074718
"M443.058T752.856",0.033325,0.0019911,-0.0065302,0.034458,-0.00082699
"M1129.441T885.407",0.035231,0.015865,-0.032237,0.0027378,0.00074645
"M964.359T921.966",0.049221,-0.016233,0.064955,-0.057928,0.010518
"M1613.665T937.741",0.044027,-0.0023992,-0.00047998,-0.078394,0.0024718
"M671.034T89.795",0.03157,-0.021417,0.00035204,0.037556,0.0018225
"M420.999T106.905",0.04543,-0.0096838,-0.017899,-0.00089075,-0.0031301
"M708.241T861.396",0.036585,-0.0035259,0.022896,0.026791,-0.0030569
"M1136.99T908.053",-0.024534,0.020002,0.012916,-0.023275,0.0038126
"M851.276T990.376",0.047304,0.0030817,0.038064,0.039235,0.0036916
"M614.901T67.494",0.0046972,0.1143,0.035551,-0.01884,-0.0014163
"M537.08T758.19",0.031203,0.010544,0.0015051,-0.022985,0.0028765
"M569.775T895.343",-0.01865,0.03186,-0.026888,-0.035836,0.0038892
"M591.465T1235.608",-0.018358,-0.056902,-0.04578,-0.013681,0.00017913
"M645.252T899.393",0.041697,0.0072079,-0.010602,0.011384,-0.0011278
"M397.074T474.916",0.025094,0.023353,-0.0071559,-0.0015219,-0.002401
"M848.315T857.496",0.051902,0.0076525,0.039865,-0.042528,-0.0010332
"M781.183T974.609",-0.017791,0.019793,0.030953,-0.017389,0.004151
"M1130.437T924.326",0.047964,0.0095789,0.034663,0.014784,0.0015087
"M693.278T872.306",0.037275,-0.02152,0.0192,-0.014359,-0.00060532
"M432.997T107.064",0.036266,0.004252,-0.028124,-0.013449,0.0045667
"M545.298T995.647",0.032776,-0.016001,-0.0073603,0.030877,0.0032564
"M425.046T798.077",-0.0083305,0.01912,-0.06306,0.0053992,0.00017421
"M366.994T111.318",0.015007,0.017671,-0.022283,-0.0071657,-0.0010769
"M1192.04T901.764",-0.041649,0.045253,0.0034926,-0.041213,-0.0020289
"M1014.782T1351.411",0.031935,-0.025968,-0.0056145,0.015338,0.00025623
"M375.129T729.569",-0.028849,-0.039961,0.025024,-0.036237,0.0046083
"M503.126T874.193",0.030242,0.0040989,-0.048518,-0.0015255,0.0014533
"M901.161T984.095",0.0079767,-0.012615,-0.082486,-0.033513,-0.0039734
"M772.366T884.107",-0.0091684,-0.00622,0.016063,-0.052768,0.002836
"M596.277T932.512",0.0039152,-0.0098819,0.064314,-0.0094979,-0.0016744
"M609.959T835.516",0.034998,0.055914,0.043613,0.020942,0.0030602
"M516.992T825.04",0.039366,0.03543,-0.052479,0.036615,-0.0010549
"M447.151T677.76",0.019087,-0.033667,0.0072064,-0.026229,0.001707
"M1162.522T896.44",-0.01578,0.033334,-0.01199,-0.014231,0.0014426
"M345.577T605.404",-0.016869,-0.0046141,0.026294,-0.0025915,0.00020991
"M379.565T877.71",-0.010087,0.04383,0.10308,0.013534,0.0011001
"M1032.753T1226.13",0.015113,0.003373,-0.021766,0.060686,-0.0011497
"M477.061T615.621",0.034791,-0.019864,-0.021993,0.064363,0.0054293
"M433.038T831.69",0.04718,0.045015,0.045449,0.031498,0.0032878
"M349.056T728.324",0.024216,0.041212,-0.022162,-0.03127,-0.0012103
"M391.065T766.545",0.02073,0.0070695,0.0069291,0.00022946,2.072e-05
"M861.166T878.352",0.039361,0.0057582,-0.010899,-0.037273,0.00017149
"M531.009T876.272",-0.010336,0.046687,0.10405,-0.0040536,-0.0032851
"M723.112T851.461",0.0040793,0.055145,-0.026157,-0.0032852,0.0032602
"M409.045T138.763",0.025788,0.014755,0.0036723,-0.0043454,-0.0018685
"M395.189T761.387",0.037944,-0.0014073,-0.022153,-0.027079,0.0052978
"M306.936T1813.234",0.029811,-0.00049948,-0.032388,0.029091,-0.005102
"M559.728T1193.65",0.016207,-0.01312,0.076565,0.021853,0.0013441
"M335.137T198.47",0.034324,0.00030988,0.0063695,-0.016337,0.0032196
"M661.226T856.483",0.038855,0.00042339,0.056811,0.016512,0.0010197
"M593.709T851.665",-0.0085365,0.047362,-0.016801,0.056179,-0.0010724
"M727.414T1292.189",0.01294,-0.038691,-0.017123,-0.023246,0.0016949
"M465.141T849.089",0.040844,0.016944,0.022216,-0.0035286,0.0029961
"M676.835T65.732",0.026893,-0.026136,0.0056903,-0.032851,-0.0025742
"M351.13T801.057",0.034795,-0.013183,0.01781,-0.0045313,-8.0783e-05
"M361.323T326.759",0.046693,-0.014405,0.020644,0.022596,0.0065782
"M661.142T919.275",0.045597,0.029714,-0.014477,-0.01761,0.0079118
"M445.135T747.805",0.03467,0.030008,-0.018972,0.037162,0.0014983
"M271.07T418.897",0.019265,-0.04291,-0.080321,-0.011108,0.0014781
"M409.075T617.585",0.035535,-0.025544,-0.03419,0.0012163,0.00057958
"M402.187T763.436",0.040738,0.0077266,0.0081038,-0.021611,0.00061686
"M426.882T91.046",0.023727,-0.016732,-0.0079211,-0.0058638,0.0024013
"M771.811T66.858",0.0043045,0.08561,0.0046461,-0.06003,0.0039163
"M545.846T78.22",0.028277,-0.012987,-0.047394,-0.020457,0.0027108
"M969.698T320.725",0.060941,-0.020763,0.055802,0.15099,0.0047817
"M365.528T823.98",0.049182,-0.0063629,0.050209,0.006933,0.0066551
"M320.919T92.078",0.032102,-0.011772,-0.02923,0.0035729,0.0016819
"M937.388T970.431",0.03426,-0.0059102,0.036322,-0.0089138,0.00051439
"M299.07T414.239",0.020951,-0.079581,-0.063193,-0.08828,-0.0026676
"M942.309T937.647",0.045955,0.00069085,0.035669,-0.038286,0.0090226
"M408.906T66.13",0.013178,0.015113,-0.05525,0.0058604,-0.0013553
"M333.191T983.058",0.038137,-0.034287,-0.065937,-0.051392,0.0048508
"M365.136T768.138",0.017474,-0.019102,-0.029909,-0.039697,-0.0042266
"M771.203T760.252",0.024788,0.035602,-0.020372,0.014533,0.0016409
"M461.152T871.999",0.031054,-0.017787,0.0079146,-0.012601,0.006352
"M481.183T807.444",0.040017,0.013548,0.0098326,-0.028604,0.0040908
