"","PC1","PC2","PC3","PC4","PC5"
"M405.177T839.252",0.029106,-0.012022,-0.030038,-0.029876,0.00090347
"M1204.491T868.846",0.037974,-0.014681,-0.0062121,-0.031022,0.0050901
"M333.041T419.397",0.03456,-0.05659,-0.056002,-0.002115,0.00029051
"M726.284T1051.577",0.05313,-0.059463,-0.081225,0.036696,-0.0036425
"M367.103T818.837",0.045488,-0.01147,0.0061377,0.041226,0.0013377
"M643.847T66.912",0.016752,0.057173,-0.027409,0.01454,0.00066424
"M601.172T845.875",0.029952,0.010802,-0.021669,-0.029703,-0.0018509
"M610.849T834.902",0.044368,0.046525,0.053757,0.0025903,0.0025045
"M310.974T92.682",0.028476,0.024583,-0.029539,0.015894,0.0017618
"M776.814T66.22",0.035744,-0.0034581,-0.014483,-0.020543,-3.8499e-06
"M806.159T933.966",0.036522,0.0080502,0.04322,-0.02754,-0.0037058
"M407.9T66.13",0.019655,0.039201,-0.0093676,-0.015264,-0.0014096
"M806.921T938.616",0.035868,-0.024071,0.058643,0.013224,0.0034363
"M754.827T67.274",0.036087,0.06155,-0.017387,0.0030325,0.0013697
"M287.076T110.312",0.024113,0.0087609,-0.019006,-0.021817,0.0013427
"M871.351T913.248",0.036556,-0.0066431,0.0066873,0.016915,-0.001641
"M807.113T936.925",0.023554,0.011674,-0.020048,0.0022585,-0.00067067
"M203.204T105.674",0.027486,-0.030728,-0.030437,-0.0069986,-0.0035205
"M505.3T1291.082",0.019023,-0.030944,-0.045139,-0.022269,-0.0033162
"M204.975T113.721",0.0084823,0.01823,0.018796,-0.031164,-0.00072275
"M613.854T887.38",0.011515,-0.018219,-0.045428,0.002632,-0.0052066
"M333.06T88.804",0.016283,0.01918,0.017711,0.061392,0.0015202
"M1197.439T886.215",0.044623,-0.000652,0.0014563,-0.021668,0.0055333
"M413.192T1370.63",0.023502,-0.022981,-0.018956,0.012233,0.00017702
"M572.874T67.143",0.010437,0.073287,-0.004977,0.0077009,0.0036778
"M555.158T835.854",0.037083,-0.013832,0.053388,0.026429,0.00026737
"M267.196T1364.412",0.018493,-0.020908,-0.037839,-0.045421,-0.001337
"M674.842T67.64",0.016478,0.03488,-0.023446,-0.003214,-0.0017566
"M593.934T851.064",0.023828,0.069424,0.028109,-0.0047709,0.0065388
"M310.969T105.491",0.034947,0.003779,-0.010766,0.031859,0.0023076
"M872.81T67.519",0.013877,0.095493,-0.010757,-0.018048,0.0051735
"M429.365T315.31",0.018889,0.018086,-0.038795,0.03477,-0.0016029
"M471.046T618.546",0.04624,-0.026346,-0.075547,-0.044963,-0.00056859
"M1043.424T909.662",0.045468,0.015409,0.016624,0.006233,0.0020419
"M401.144T790.222",0.029169,-0.028844,0.021931,-0.017503,0.0040523
"M712.22T783.012",0.043618,-0.00576,-0.047438,0.0025821,0.00094359
"M469.036T876.272",0.027848,0.015616,-0.051347,0.13736,-0.0031889
"M884.8T66.979",0.01385,0.07741,-0.017794,-0.021771,-0.00035445
"M333.926T91.902",0.035666,-0.0042835,-0.043444,-0.0071132,0.0024302
"M473.173T881.847",0.031053,0.00045832,0.018481,-0.006944,0.0025257
"M621.037T758.225",0.031556,-0.0064069,-0.042646,0.010572,0.0021508
"M611.147T106.977",0.032223,-0.016208,-0.0069768,-0.012104,2.9625e-05
"M461.037T823.98",0.045965,0.0156,0.052346,-0.019811,0.00021655
"M870.702T1303.064",0.029228,0.011364,-0.026621,0.025819,-0.0005107
"M567.171T792.05",0.034242,-0.0060996,0.0035482,0.002432,-0.00073432
"M476.876T67.016",0.034303,0.029073,-0.023744,0.0065041,0.001492
"M431.759T791.911",0.042052,0.017054,0.011064,0.01656,-0.001482
"M609.054T106.871",0.034855,0.0023988,-0.0429,0.0067186,-0.00126
"M657.266T958.998",0.031165,-0.038594,-0.0036538,0.010551,-0.0020701
"M508.215T930.69",0.045901,-0.0065911,-0.0057751,-0.0035982,-0.0025434
"M915.823T68.606",0.007102,0.069764,-0.0091347,0.03934,0.0024368
"M772.809T66.771",0.0032129,0.097861,-0.0088371,-0.0082853,-0.0013006
"M1130.433T884.599",0.041901,0.0014535,-0.0082399,-0.017321,0.0058651
"M619.26T816.529",0.035764,0.015926,-0.019104,0.027295,0.0046742
"M292.991T104.104",0.023258,-0.015908,-0.037372,-0.036089,0.0028907
"M911.268T936.747",0.040078,0.0011121,0.042793,-0.023225,0.0052582
"M645.848T67.545",0.024091,0.017078,0.022138,0.034414,-0.0034694
"M806.073T940.272",0.028001,0.0042591,0.057528,0.00014536,0.0017596
"M522.878T65.745",0.023755,0.025024,-0.022201,-0.011658,0.0019712
"M255.115T921.266",0.031644,-0.023451,0.043867,-0.0096859,0.0093012
"M1093.54T895.081",-0.022437,0.029068,-0.023756,-0.022901,0.0017937
"M617.247T870.852",0.038121,0.00050692,-0.01169,0.04109,-0.00022916
"M655.189T778.866",-0.015073,0.075501,-0.033172,0.017216,-0.0025953
"M626.212T761.224",0.034371,-0.008228,-0.013888,-0.041277,0.0021598
"M569.91T66.858",-0.0031171,0.094713,-0.025127,0.0059307,0.010413
"M329.088T425.59",0.033062,0.0046321,0.0033748,-0.0089168,0.00063999
"M495.025T292.616",0.046234,-0.003426,-0.0036497,-0.039973,-0.0052127
"M547.234T852.079",0.047809,0.015936,-0.0025254,-0.021838,0.00094675
"M494.233T920.795",0.0025147,0.0035509,0.020752,-0.085529,0.0019959
"M274.971T109.977",0.032801,0.011195,-0.030835,0.029926,0.0026657
"M626.185T785.506",0.026293,0.037023,-0.057011,0.0064914,0.0005631
"M491.126T414.484",0.028502,0.033291,0.033698,-0.01685,0.0069879
"M415.225T881.978",0.034396,-0.02832,0.024118,0.078803,-0.0056428
"M409.002T109.878",0.021585,-0.0031971,-0.002354,0.020011,0.0021149
"M413.104T602.912",0.011973,0.016192,-0.018721,-0.027094,0.0022815
"M807.744T937.741",0.029607,-0.024362,0.051205,0.012758,0.0058991
"M209.025T89.634",-0.0055892,0.0019807,-0.036059,-0.025517,-0.0012848
"M941.306T938.915",0.038651,0.0027197,0.036092,-0.016066,0.0043802
"M180.971T1182.798",0.029151,-0.0061272,-0.02461,0.0068593,0.0012843
"M593.922T852.299",0.013773,0.071908,-0.017915,-0.0068419,0.0023217
"M808.342T938.944",0.03986,0.01186,0.023241,-0.022115,0.0055478
"M732.876T67.374",0.012322,0.092645,-0.011996,0.0039416,-0.0074546
"M759.826T66.885",0.0058095,0.10282,-0.011953,-0.0040391,-0.0017459
"M289.056T250.757",0.035954,-0.0098169,-0.0083479,0.066455,-0.0015944
"M851.338T916.834",0.035819,-0.0184,0.027621,0.0014856,0.00032966
"M529.184T941.182",0.052941,-0.052431,0.054475,-0.005669,0.0064205
"M621.221T884.304",0.031336,-0.0025842,0.013256,-0.019504,-0.0029434
"M705.205T926.435",0.051895,0.020787,0.0074157,-0.039735,0.0048188
"M699.004T983.059",0.020766,-0.025507,-0.048785,-0.060496,-0.00014777
"M805.362T924.937",0.030408,0.0073835,0.0036694,-0.0014482,0.00038925
"M789.663T1119.968",0.032537,-0.051711,-0.032294,-0.0047256,-0.00068773
"M467.156T971.498",0.038584,0.0038247,0.033524,0.026936,0.0063146
"M640.844T67.188",0.043562,0.040648,0.00324,0.005364,-0.00081459
"M359.098T671.316",0.032764,0.0069988,0.0059411,0.028065,0.0019679
"M431.769T791.594",0.03798,0.012726,0.029203,0.0065224,0.0042092
"M643.245T933.361",0.036352,-0.021888,0.0059093,0.0083186,-0.00068637
"M287.077T663.979",-0.01864,0.0070638,0.037216,-0.037471,0.0018989
"M875.696T1193.301",0.037542,-0.015195,-0.01388,-0.039141,0.0052873
"M850.805T68.208",0.048653,0.033909,-0.017129,-0.014541,0.00029561
"M508.881T66.935",0.021706,0.041672,-0.011722,0.010552,0.0024406
"M815.832T67.938",0.016724,0.095528,-0.010623,-0.025534,0.0092466
"M539.034T616.33",0.04562,0.0045767,-0.018486,-0.033215,-0.0019153
"M397.002T110.368",0.016844,0.0098785,-0.024659,-0.045786,0.0064174
"M1432.595T1048.493",0.026629,0.011343,-0.0084059,-0.022172,0.0029862
"M627.173T806.181",0.023029,0.01706,-0.05081,-0.0047918,0.0044967
"M333.062T883.084",0.01196,0.071268,4.3309e-05,0.06974,-0.0049319
"M564.68T1183.74",-0.010445,0.013432,-0.019683,-0.047928,0.0022413
"M503.143T589.731",0.042122,0.017045,0.02621,-0.0019402,0.00041165
"M799.852T67.938",0.029765,0.031716,-0.0013934,0.014165,0.0046987
"M927.368T972.44",0.040844,-0.0027617,0.044993,-0.020257,-0.00070806
"M371.09T764.993",0.020553,0.021913,-0.022334,0.026871,-0.0024711
"M811.459T986.188",0.0033974,-0.02632,-0.072172,0.013761,0.0014124
"M561.217T921.818",0.026553,0.014239,0.016899,0.055935,0.00041976
"M463.02T875.074",0.0045499,-0.012133,0.067452,0.011821,-0.00079253
"M289.12T769.482",-0.0027902,-0.03762,0.034165,-0.023053,0.0046188
"M657.109T89.959",0.030206,-0.030882,-0.015513,0.004627,0.0016426
"M459.052T765.953",0.01518,0.0059529,0.032714,-0.015858,0.00077759
"M497.175T1191.749",0.017059,-0.039878,-0.021284,-0.023815,-0.0022124
"M404.916T66.832",0.018002,0.075109,-0.030826,0.0092941,-0.0024268
"M723.346T899.128",0.032042,-0.025078,-0.01846,0.0048691,0.00028161
"M655.655T928.688",0.007385,-0.0060044,-0.040292,-0.017219,-0.0010046
"M427.197T838.449",0.041383,0.0086725,0.013875,0.012187,-0.0040139
"M999.727T1404.686",0.025956,-0.030468,-0.017045,-0.014979,-0.0012525
"M626.824T67.188",0.019762,0.016628,-0.026454,0.052557,-0.0022674
"M293.177T1099.499",0.034882,-0.020603,-0.036862,-0.040737,0.0014631
"M429.25T1071.941",0.029113,0.0042362,-0.028504,0.0093598,0.00139
"M341.088T439.204",0.027426,-0.0079421,0.0010748,0.0015135,0.00018782
"M656.833T67.115",0.0073849,0.06681,-0.0048878,-0.020115,0.0035247
"M1031.347T966.014",0.040498,0.0040926,0.020961,0.007791,-0.0016274
"M630.879T67.545",0.016425,0.06434,0.0085412,0.011476,0.0024518
"M693.424T1336.51",0.032139,-0.041736,-0.040048,-0.02155,-0.0038886
"M806.978T940.468",0.046408,-8.2578e-05,0.051038,0.0033417,-0.0025248
"M471.897T67.543",0.019619,0.045084,0.0040585,0.017669,-0.0034208
"M429.141T889.195",0.021823,-0.025404,-0.0028016,0.076639,-0.004566
"M1109.422T909.522",0.050011,-0.00072802,0.0031316,0.044026,0.0022244
"M341.088T304.64",0.033781,0.0058823,-0.019267,-0.00038543,-0.00048642
"M1042.422T909.151",0.049787,0.012724,0.031607,0.016499,-0.0013132
"M798.851T67.54",0.015963,-0.0002686,0.01446,-0.07265,0.00086499
"M413.179T861.909",0.051692,-0.033119,-0.11959,-0.040942,-0.00010211
"M807.007T938.915",0.044969,-0.025024,0.031481,0.017511,0.0016921
"M359.022T90.408",0.035676,-0.0092547,-0.016188,0.0017251,0.001482
"M564.961T1199.656",-0.029299,-0.039897,0.0068986,-0.0065944,-0.0032251
"M359.061T194.361",0.010949,0.024043,-0.031313,-0.041885,0.0038542
"M1462.52T939.973",0.040527,0.016312,0.049234,-0.027935,0.0034683
"M385.113T791.317",0.021755,-0.0066671,-0.011775,-0.0074142,0.0018639
"M743.85T66.912",-0.0029256,0.081957,0.0083399,0.04254,-0.010162
"M203.083T418.775",0.0309,-0.055315,-0.066066,-0.00018854,-0.0013548
"M341.465T625.973",0.03758,-0.020153,-0.031802,-0.010868,-0.0041167
"M272.959T67.281",0.031362,0.070419,-0.019626,0.0065787,0.0058562
"M700.328T66.684",0.020035,0.07167,7.0643e-05,-0.0015305,0.0017248
"M280.987T110.997",0.027993,0.0040375,-0.018019,0.01571,0.00038159
"M472.886T66.482",0.012134,0.062635,-0.026615,0.023046,-0.0021231
"M367.058T823.98",0.061934,0.0066132,0.051122,0.008731,0.0026429
"M586.884T67.938",0.036775,0.059744,-0.0026556,0.0087939,0.0041649
"M1162.845T896.125",0.0013302,0.03127,-0.072802,-0.042444,0.0034402
"M576.861T67.042",0.033,0.030211,-0.039253,0.008839,0.0017341
"M868.801T68.637",0.02145,0.080127,-0.011656,-9.6651e-05,-0.0045621
"M1131.537T924.362",0.017339,-0.026024,-0.032961,-0.0028924,0.001576
"M1193.356T907.422",0.021031,0.04062,0.030405,-0.020746,0.0032259
"M182.994T112.283",-0.013201,-0.0017707,0.0079042,-0.02444,-0.0010231
"M684.885T67.374",0.0035109,0.10358,0.02473,0.021323,0.00085102
"M373.167T930.605",0.0269,-0.040991,-0.034458,-0.00046468,-0.0013802
"M365.143T832.741",0.010101,0.068212,0.00037335,0.032222,-0.0031049
"M555.17T790.902",0.033575,-0.0073709,-0.017696,0.027942,0.0022193
"M408.822T1801.685",0.02368,-0.016395,0.011705,-0.0022474,0.00027437
"M1084.663T1198.774",-0.050601,0.027431,-0.013858,-0.070946,0.0053101
"M454.144T914.383",0.043178,0.036725,0.018387,0.00045642,-0.0029319
"M886.794T67.143",0.016512,0.098754,0.0011667,-0.01369,0.009429
"M526.316T1188.04",0.0086428,0.020436,-0.013356,-0.045015,0.0023693
"M631.877T67.938",0.018515,0.073276,0.051139,0.021063,-0.0010792
"M1192.357T906.767",-0.0029486,0.029835,0.0078521,-0.054388,0.0043435
"M1009.386T967.414",0.047028,0.00071889,0.049833,-0.051654,0.0082643
"M357.108T784.337",0.023889,0.018919,0.0055253,0.0030461,-0.00032506
"M349.072T1165.294",0.030679,0.028851,-0.0047058,-0.025786,-0.00072019
"M527.309T1189.176",0.026577,-0.014027,-0.033757,-0.030342,0.0011302
"M1103.384T928.554",0.045086,0.0048421,0.027012,-0.01081,0.0019563
"M683.887T67.591",0.00027806,0.098601,0.020654,0.032601,-0.0025135
"M553.164T782.325",0.027552,-0.032592,0.021993,-0.0081446,-0.00013092
"M644.846T66.885",0.017808,0.048264,-0.020294,-0.0010319,0.0018046
"M521.022T764.729",0.017754,0.014189,-0.050245,-0.0036864,0.0025154
"M559.276T958.275",0.042652,0.015617,0.0042012,-0.0075579,-0.00049789
"M943.39T965.159",0.041782,0.0070116,0.057393,-0.019009,0.0035133
"M613.983T886.617",-0.013869,-0.024689,-0.022906,-0.0040303,0.0028728
"M173.008T106.871",0.0315,0.0065599,-0.028243,0.035743,0.0012172
"M429.486T320.767",0.023703,0.0096831,-0.02441,0.012719,-0.0022234
"M693.17T791.92",0.008641,0.018969,0.029106,0.011398,-0.0014051
"M433.376T793.769",0.020494,0.025995,-0.02075,-0.010267,-0.0013389
"M760.823T66.885",0.011908,0.070185,0.0011099,-0.048208,0.0025723
"M469.095T760.602",0.024723,0.012812,-0.014659,-0.028524,-0.0012502
"M937.334T882.127",0.036173,-0.006831,0.036423,-0.019717,0.0056891
"M728.269T963.544",0.043623,0.0064746,0.065576,-0.0050383,0.0039828
"M433.122T384.02",0.016652,-0.064151,-0.042045,0.01424,-0.0088937
"M951.343T881.927",0.047887,-0.0020946,0.028159,-0.014151,-0.0049955
"M401.027T415.826",0.030215,-0.057088,-0.050673,-0.0032575,0.0047448
"M715.392T322.783",0.0099583,-0.022557,0.00089564,0.075111,-0.0083849
"M665.182T815.828",0.043768,0.011691,0.029821,-0.014395,-0.0015728
"M447.959T106.92",0.040515,0.0018861,-0.043161,-0.042793,0.0074693
"M1296.901T900.549",-0.010007,0.0044526,-0.069439,0.062904,-0.0050341
"M349.057T865.046",0.036336,0.017356,-0.0076711,0.0039278,-0.0035779
"M1014.811T1344.847",0.032196,-0.035781,0.00019498,0.018947,0.00095036
"M521.224T935.29",0.041948,0.015632,0.012589,0.010878,-0.00039055
"M1390.547T1005.094",0.014087,-0.051032,0.039429,-0.0095562,0.0064182
"M313.275T1417.53",0.025505,-0.012659,-0.057101,-0.030067,-0.0024083
"M477.088T1628.76",0.019426,-0.010222,-0.04219,-0.038431,0.0016129
"M613.564T887.981",-0.0023087,0.044724,-0.038281,-0.020128,-0.0048451
"M395.28T1470.273",0.037994,0.0010354,-0.0038706,-0.0096145,-0.0036041
"M697.753T1005.082",0.0067138,-0.011822,-0.053362,-0.065241,0.0046437
"M285.243T1390.408",-0.0068065,-0.027085,-0.013894,-0.067428,0.0030988
"M481.224T887.168",0.023269,0.033583,-0.031,-0.010914,-0.00083344
"M486.878T66.684",0.018486,0.04868,-0.045607,7.4232e-05,0.00064001
"M343.103T489.112",0.051898,0.0048587,-0.005576,-0.024935,0.0043646
"M444.872T67.426",0.019469,-0.019143,-0.027175,-0.0043253,-0.0015028
"M643.851T67.124",0.0067243,0.080046,-0.021731,-0.0087014,-0.0043285
"M771.83T66.444",0.007389,0.082601,-0.0090043,-0.015936,0.0031872
"M463.182T861.112",0.034391,-0.015402,-0.052352,-0.029467,-0.0016822
"M323.042T818.446",0.013605,0.038295,0.015321,-0.033588,-0.0020584
"M333.062T954.304",0.055102,0.0080754,-0.013706,-0.07015,0.0059259
"M543.282T933.008",0.02818,-0.025427,-0.012753,0.018982,0.0010449
"M415.161T821.344",0.041132,-0.014009,0.0076862,0.00089955,0.00063371
"M609.153T789.212",0.031887,0.00084026,0.0064591,-0.0018079,0.0036215
"M714.826T66.684",0.0076619,0.073245,0.0012022,-0.016933,-0.000226
"M454.975T107.571",0.026799,-0.018887,-0.038726,0.00089616,-0.00041023
"M292.14T116.338",0.014187,-0.072633,-0.035071,-0.041661,-0.00027201
"M501.375T66.858",0.02865,0.070085,0.040154,0.012138,0.011961
"M328.886T98.013",0.020331,-0.01916,-0.071331,-0.038593,0.0036625
"M317.064T416.942",0.036944,-0.018701,-0.038717,0.028047,-0.0076284
"M453.099T792.789",0.024592,0.013305,-0.030663,0.01326,0.0051376
"M759.145T875.232",0.04967,-0.014861,0.065745,0.029647,0.01052
"M1117.54T932.512",0.032718,0.028597,0.01811,0.02186,0.0015025
"M1132.537T923.907",0.028548,-0.016403,0.0035734,-0.016182,0.00065057
"M726.808T67.734",0.007222,0.058361,-0.020022,-0.0096355,0.00021569
"M824.341T916.725",0.030803,-0.030682,-0.045914,0.041559,-0.0038212
"M345.082T140.774",0.032338,0.0027334,-0.013084,0.012878,-0.0011219
"M251.019T152.27",-0.0067883,0.041611,-0.026293,0.022366,-0.00033022
"M279.164T1571.945",0.021812,-0.0057045,-0.054898,-0.019646,0.0031983
"M540.867T1245.744",-0.005292,-0.0072866,-0.053462,0.016834,0.00311
"M238.069T801.926",0.040008,-0.015202,-0.018901,-0.012812,0.0053571
"M755.7T809.167",0.043887,0.032433,0.0048332,0.022683,-0.00053752
"M418.896T66.885",0.025598,0.0038692,-0.056064,0.055928,-0.007068
"M347.091T1147.321",0.042022,-0.012044,-0.01962,-0.0034364,-0.0018656
"M427.009T107.872",0.0331,-0.00011563,-0.041793,0.00057776,-0.0029324
"M243.065T108.531",0.022464,-0.038464,-0.025694,-0.026779,-0.00063189
"M974.806T67.938",-0.0076412,0.11279,-0.013167,-0.0073173,0.0032763
"M741.841T67.938",0.024547,0.048769,-0.0019644,0.010201,0.0023986
"M409.172T733.287",0.046295,0.023557,-0.0016383,0.016492,0.0093724
"M469.019T418.674",0.025776,-0.065035,-0.069359,0.017964,-0.005802
"M775.809T66.684",0.0033466,0.082594,-0.0079994,-0.013413,-0.0023351
"M435.959T107.38",0.038789,0.004293,-0.071347,-0.026759,0.0033429
"M676.309T1245.665",0.013144,-0.0022195,-0.047906,-0.030129,-0.004048
"M265.261T1518.666",0.023401,-0.014999,-0.031251,0.0022955,-0.00094502
"M339.058T415.891",0.027858,-0.045268,-0.079116,0.017196,-0.0097698
"M785.833T68.422",0.037111,0.077108,-0.019018,0.032974,0.00096715
"M448.965T106.062",0.027337,-0.020563,-0.045266,-0.037314,0.0028422
"M1354.628T902.5",0.0084994,0.041549,0.051808,-0.028252,0.0029428
"M241.108T881.116",-0.011402,-0.038893,-0.039033,-0.079111,0.0049926
"M418.894T1736.453",0.027817,0.013874,-0.0078568,0.011024,0.0044535
"M562.892T1151.046",0.029804,-0.026135,-0.02457,-0.0060598,-0.0046787
"M319.076T917.392",0.060904,0.016153,0.019595,0.011606,0.0039723
"M405.167T106.416",0.040296,0.0061195,-0.011044,-0.0060739,-0.0024738
"M445.095T115.802",0.038175,0.003254,-0.0063393,-0.008856,0.00067442
"M505.902T66.721",-0.004646,0.10339,-0.013707,0.002701,-0.00016143
"M338.938T105.668",0.028093,-0.01912,-0.036593,-0.010872,0.0036031
"M657.832T67.374",0.020215,0.064434,-0.0013625,0.002531,0.0016989
"M885.822T66.912",0.0068598,0.096337,0.029606,0.02213,0.0091207
"M385.188T793.619",0.031567,-0.00046218,-0.0098737,0.0020335,0.0022778
"M541.046T1246.429",0.016624,0.011211,-0.050236,-0.005812,-0.0023709
"M562.835T1148.266",0.023222,-0.021369,-0.05718,0.044992,-0.0028412
"M1243.514T983.057",0.042016,0.0028569,-0.033844,-0.065104,0.0015871
"M1105.431T888.552",0.026358,-0.0057628,0.027034,-0.026116,0.0025971
"M697.905T994.286",0.019211,-0.022868,-0.0068733,0.0021237,0.002641
"M401.05T875.074",0.03457,0.016081,0.013301,0.014736,0.00094125
"M600.854T66.846",0.029452,0.034031,-0.026038,-0.017481,-0.0011898
"M731.208T950.406",0.015246,-0.025579,0.028816,-0.03298,0.0019191
"M470.098T771.956",0.031641,-0.011097,-0.010857,0.009204,0.0037533
"M344.844T1719.46",0.0063625,0.0062104,-0.020456,-0.044828,0.0065231
"M641.167T774.439",0.0038809,0.041561,-0.063057,0.0073068,-7.9913e-05
"M778.832T66.858",0.027071,0.027498,-0.031343,0.0074738,-0.0022651
"M747.22T952.211",0.044852,0.017946,0.023112,0.006239,0.0066385
"M377.049T427.197",0.021097,0.018388,-0.0020218,-0.054571,0.0012517
"M493.23T921.818",0.02361,0.044049,0.022988,-0.021261,-0.00015052
"M387.346T67.938",0.028085,0.024681,0.011912,0.011818,0.002101
"M367.08T114.463",0.038786,0.0088931,-0.011847,-0.017069,0.0059288
"M401.049T776.54",0.032405,-0.0082091,-0.027325,-0.021562,0.0020195
"M323.019T128.103",0.035629,0.0092242,-0.005291,-0.00084525,-0.00090332
"M459.149T771.729",0.033471,0.020039,-0.01924,0.0088564,-6.2275e-05
"M507.151T845.473",0.038988,0.015616,0.010827,-0.0058583,-0.0027499
"M415.27T1182.702",-0.0099571,-0.046138,-0.049984,-0.003433,-0.0024484
"M359.123T830.487",0.043462,0.0071197,0.048391,0.005084,-0.0038001
"M549.174T847.493",0.032554,-0.014291,-0.012563,-0.022807,0.0024789
"M340.859T1719.351",0.031139,-0.0023304,-0.026871,-0.047059,0.0012382
"M702.25T942.066",0.033675,-0.018097,0.013523,-0.015301,0.0012758
"M453.035T765.753",0.026009,-0.017839,0.0011827,-0.017611,0.00074729
"M329.089T195.942",0.0295,-0.013689,-0.041393,-0.023479,-0.00047205
"M615.152T88.13",0.021189,0.0042801,-0.012716,0.041715,-0.0031045
"M399.092T115.22",0.026561,-0.018338,-0.028924,-0.027165,0.00091201
"M519.896T67.425",-0.0053108,0.08507,0.0058672,0.02381,-0.00031971
"M447.222T1194.448",0.020233,0.0045508,-0.039609,0.067682,-0.0035017
"M559.04T89.345",0.022634,-0.033207,0.025973,0.057623,-0.0097541
"M513.235T964.262",0.038676,-0.0021206,-0.0059653,-0.010543,0.0054024
"M701.333T69.273",0.020967,0.062983,0.021502,0.013129,-0.0041704
"M413.108T298.268",0.036687,-0.016908,-0.04256,-0.038059,-0.0018063
"M434.871T1737.903",0.027785,-0.010332,0.024651,0.011223,0.0056122
"M353.052T831.694",0.035534,0.041339,0.056836,-0.027398,0.0041974
"M775.338T1039.594",0.058937,-0.0042716,-0.014573,-0.03323,-0.0035653
"M429.074T115.482",0.031086,-0.0060956,0.0023706,0.028974,-0.0013255
"M475.877T67.555",0.02601,-0.014236,-0.010311,-0.017427,-1.1254e-05
"M299.259T1433.689",0.021311,-0.030376,-0.039975,0.039454,0.00040854
"M187.905T92.369",0.033856,-0.01248,-0.051099,-0.047402,0.0072904
"M809.324T904.082",0.04232,0.015171,0.025891,-0.0087487,0.0020059
"M493.136T809.014",0.028974,0.015062,0.0067917,-0.039713,0.001504
"M438.263T1164.917",-0.011819,0.0021276,-0.013944,0.088791,-0.0053821
"M313.094T115.286",0.02945,-0.0012627,-0.032193,-0.022572,0.0017572
"M515.105T113.414",0.023258,-0.0066783,-0.030444,-0.028397,0.00058613
"M285.909T1803.837",0.025392,0.0031906,-0.041121,0.00051906,-0.0011916
"M658.83T67.591",0.028579,0.053901,-0.038571,0.017684,0.00018971
"M447.05T875.673",0.039963,0.019737,-0.0337,0.017731,0.0023822
"M795.198T1006.041",0.023365,-0.025492,-0.024527,0.032527,-0.0052346
"M321.216T1624.59",0.021358,-0.0031477,-0.037543,0.0018463,0.0013414
"M615.195T761.983",0.037223,0.010581,-0.018048,0.0027874,0.0019023
"M643.188T893.85",0.019345,-0.013931,-0.037839,0.022402,0.0021142
"M293.177T1149.195",0.018691,0.0059966,-0.054223,-0.042289,-0.00036151
"M429.121T110.997",0.028723,-0.0060157,-0.01794,-0.0054864,0.0023473
"M289.886T1868.955",0.026122,-0.014704,-0.018765,-0.027984,-0.0018538
"M269.15T1584.952",0.021607,-0.0069671,-0.037831,-0.012318,0.0026518
"M427.124T881.088",0.035335,0.035601,-0.0026855,0.00092175,0.0036056
"M246.886T1784.096",0.027044,0.0067743,-0.029723,-0.01568,-0.00083581
"M318.143T1501.634",0.010789,0.0094305,-0.067762,-0.024942,0.0027986
"M1614.109T935.709",0.040468,-0.0054075,0.010136,0.010736,0.0008338
"M345.119T282.765",0.03149,0.0073946,-0.044752,0.0016285,0.00032109
"M467.051T320.771",0.02963,-0.00079351,-0.0075267,0.039984,0.0053571
"M293.179T1541.097",0.020167,0.012825,-0.040356,0.022836,0.00040153
"M265.426T1576.148",-0.011882,0.03617,0.020915,-0.090616,-4.0713e-05
"M706.816T67.734",0.029446,0.039055,-0.026688,-0.01898,-0.0045452
"M578.43T1675.044",0.045739,-0.0037274,0.037751,-0.0039805,0.0058356
"M707.828T66.684",0.026413,-0.019251,-0.0031997,-0.066949,0.0061691
"M418.974T1483.997",0.0084531,-0.0039,-0.0088254,0.064223,0.0009951
"M372.9T1734.569",0.022934,-0.01803,-0.017727,0.021742,0.0022641
